-----------------------------------------------------
                Time	| Address	| Read/Write| data		|
-----------------------------------------------------
               48961	| 0000000b	| WRITE		| 00009788	| 
               48971	| 0000000c	| WRITE		| 00000f7b	| 
               48981	| 0000000d	| WRITE		| 0000ddbd	| 
               48991	| 0000000e	| WRITE		| 00000f7f	| 
               49001	| 0000000f	| WRITE		| 000027a8	| 
               49011	| 00000010	| WRITE		| 00001f77	| 
               49021	| 00000011	| WRITE		| 00009bb8	| 
               49031	| 00000012	| WRITE		| 0000eeb7	| 
               49041	| 00000013	| WRITE		| 00009989	| 
               49061	| 00000004	| WRITE		| 000074da	| 
               49131	| 00000001	| WRITE		| 00000000	| 
               49151	| 00000002	| WRITE		| 00004e20	| 
               49171	| 00000003	| WRITE		| 0000000a	| 
               49181	| 00000001	| WRITE		| 00000001	| 
               49211	| 00000002	| WRITE		| 00004e16	| 
               49441	| 00000001	| WRITE		| 000007d0	| 
               49461	| 00000002	| WRITE		| 00000000	| 
               49481	| 00000006	| WRITE		| 0000eb27	| 
               49491	| 00000007	| WRITE		| 00008b27	| 
               49501	| 00000008	| WRITE		| 00001b27	| 
               49511	| 00000009	| WRITE		| 00008b29	| 
               49521	| 0000000a	| WRITE		| 00000eb8	| 
               49531	| 0000000b	| WRITE		| 00009789	| 
               49541	| 0000000c	| WRITE		| 00000f7c	| 
               49551	| 0000000d	| WRITE		| 0000ddbe	| 
               49561	| 0000000e	| WRITE		| 00000f80	| 
               49571	| 0000000f	| WRITE		| 000027a9	| 
               49581	| 00000010	| WRITE		| 00001f78	| 
               49591	| 00000011	| WRITE		| 00009bb9	| 
               49601	| 00000012	| WRITE		| 0000eeb8	| 
               49611	| 00000013	| WRITE		| 0000998a	| 
               49631	| 00000004	| WRITE		| 000074d9	| 
               49701	| 00000001	| WRITE		| 00000000	| 
               49721	| 00000002	| WRITE		| 00004e20	| 
               49741	| 00000003	| WRITE		| 0000000a	| 
               49751	| 00000001	| WRITE		| 00000001	| 
               49781	| 00000002	| WRITE		| 00004e16	| 
               50011	| 00000001	| WRITE		| 000007d0	| 
               50031	| 00000002	| WRITE		| 00000000	| 
               50051	| 00000006	| WRITE		| 0000eb28	| 
               50061	| 00000007	| WRITE		| 00008b28	| 
               50071	| 00000008	| WRITE		| 00001b28	| 
               50081	| 00000009	| WRITE		| 00008b2a	| 
               50091	| 0000000a	| WRITE		| 00000eb9	| 
               50101	| 0000000b	| WRITE		| 0000978a	| 
               50111	| 0000000c	| WRITE		| 00000f7d	| 
               50121	| 0000000d	| WRITE		| 0000ddbf	| 
               50131	| 0000000e	| WRITE		| 00000f81	| 
               50141	| 0000000f	| WRITE		| 000027aa	| 
               50151	| 00000010	| WRITE		| 00001f79	| 
               50161	| 00000011	| WRITE		| 00009bba	| 
               50171	| 00000012	| WRITE		| 0000eeb9	| 
               50181	| 00000013	| WRITE		| 0000998b	| 
               50201	| 00000004	| WRITE		| 000074d8	| 
               50271	| 00000001	| WRITE		| 00000000	| 
               50291	| 00000002	| WRITE		| 00004e20	| 
               50311	| 00000003	| WRITE		| 0000000a	| 
               50321	| 00000001	| WRITE		| 00000001	| 
               50351	| 00000002	| WRITE		| 00004e16	| 
               50581	| 00000001	| WRITE		| 000007d0	| 
               50601	| 00000002	| WRITE		| 00000000	| 
               50621	| 00000006	| WRITE		| 0000eb29	| 
               50631	| 00000007	| WRITE		| 00008b29	| 
               50641	| 00000008	| WRITE		| 00001b29	| 
               50651	| 00000009	| WRITE		| 00008b2b	| 
               50661	| 0000000a	| WRITE		| 00000eba	| 
               50671	| 0000000b	| WRITE		| 0000978b	| 
               50681	| 0000000c	| WRITE		| 00000f7e	| 
               50691	| 0000000d	| WRITE		| 0000ddc0	| 
               50701	| 0000000e	| WRITE		| 00000f82	| 
               50711	| 0000000f	| WRITE		| 000027ab	| 
               50721	| 00000010	| WRITE		| 00001f7a	| 
               50731	| 00000011	| WRITE		| 00009bbb	| 
               50741	| 00000012	| WRITE		| 0000eeba	| 
               50751	| 00000013	| WRITE		| 0000998c	| 
               50771	| 00000004	| WRITE		| 000074d7	| 
               50841	| 00000001	| WRITE		| 00000000	| 
               50861	| 00000002	| WRITE		| 00004e20	| 
               50881	| 00000003	| WRITE		| 0000000a	| 
               50891	| 00000001	| WRITE		| 00000001	| 
               50921	| 00000002	| WRITE		| 00004e16	| 
               51151	| 00000001	| WRITE		| 000007d0	| 
               51171	| 00000002	| WRITE		| 00000000	| 
               51191	| 00000006	| WRITE		| 0000eb2a	| 
               51201	| 00000007	| WRITE		| 00008b2a	| 
               51211	| 00000008	| WRITE		| 00001b2a	| 
               51221	| 00000009	| WRITE		| 00008b2c	| 
               51231	| 0000000a	| WRITE		| 00000ebb	| 
               51241	| 0000000b	| WRITE		| 0000978c	| 
               51251	| 0000000c	| WRITE		| 00000f7f	| 
               51261	| 0000000d	| WRITE		| 0000ddc1	| 
               51271	| 0000000e	| WRITE		| 00000f83	| 
               51281	| 0000000f	| WRITE		| 000027ac	| 
               51291	| 00000010	| WRITE		| 00001f7b	| 
               51301	| 00000011	| WRITE		| 00009bbc	| 
               51311	| 00000012	| WRITE		| 0000eebb	| 
               51321	| 00000013	| WRITE		| 0000998d	| 
               51341	| 00000004	| WRITE		| 000074d6	| 
               51411	| 00000001	| WRITE		| 00000000	| 
               51431	| 00000002	| WRITE		| 00004e20	| 
               51451	| 00000003	| WRITE		| 0000000a	| 
               51461	| 00000001	| WRITE		| 00000001	| 
               51491	| 00000002	| WRITE		| 00004e16	| 
               51721	| 00000001	| WRITE		| 000007d0	| 
               51741	| 00000002	| WRITE		| 00000000	| 
               51761	| 00000006	| WRITE		| 0000eb2b	| 
               51771	| 00000007	| WRITE		| 00008b2b	| 
               51781	| 00000008	| WRITE		| 00001b2b	| 
               51791	| 00000009	| WRITE		| 00008b2d	| 
               51801	| 0000000a	| WRITE		| 00000ebc	| 
               51811	| 0000000b	| WRITE		| 0000978d	| 
               51821	| 0000000c	| WRITE		| 00000f80	| 
               51831	| 0000000d	| WRITE		| 0000ddc2	| 
               51841	| 0000000e	| WRITE		| 00000f84	| 
               51851	| 0000000f	| WRITE		| 000027ad	| 
               51861	| 00000010	| WRITE		| 00001f7c	| 
               51871	| 00000011	| WRITE		| 00009bbd	| 
               51881	| 00000012	| WRITE		| 0000eebc	| 
               51891	| 00000013	| WRITE		| 0000998e	| 
               51911	| 00000004	| WRITE		| 000074d5	| 
               51981	| 00000001	| WRITE		| 00000000	| 
               52001	| 00000002	| WRITE		| 00004e20	| 
               52021	| 00000003	| WRITE		| 0000000a	| 
               52031	| 00000001	| WRITE		| 00000001	| 
               52061	| 00000002	| WRITE		| 00004e16	| 
               52291	| 00000001	| WRITE		| 000007d0	| 
               52311	| 00000002	| WRITE		| 00000000	| 
               52331	| 00000006	| WRITE		| 0000eb2c	| 
               52341	| 00000007	| WRITE		| 00008b2c	| 
               52351	| 00000008	| WRITE		| 00001b2c	| 
               52361	| 00000009	| WRITE		| 00008b2e	| 
               52371	| 0000000a	| WRITE		| 00000ebd	| 
               52381	| 0000000b	| WRITE		| 0000978e	| 
               52391	| 0000000c	| WRITE		| 00000f81	| 
               52401	| 0000000d	| WRITE		| 0000ddc3	| 
               52411	| 0000000e	| WRITE		| 00000f85	| 
               52421	| 0000000f	| WRITE		| 000027ae	| 
               52431	| 00000010	| WRITE		| 00001f7d	| 
               52441	| 00000011	| WRITE		| 00009bbe	| 
               52451	| 00000012	| WRITE		| 0000eebd	| 
               52461	| 00000013	| WRITE		| 0000998f	| 
               52481	| 00000004	| WRITE		| 000074d4	| 
               52551	| 00000001	| WRITE		| 00000000	| 
               52571	| 00000002	| WRITE		| 00004e20	| 
               52591	| 00000003	| WRITE		| 0000000a	| 
               52601	| 00000001	| WRITE		| 00000001	| 
               52631	| 00000002	| WRITE		| 00004e16	| 
               52861	| 00000001	| WRITE		| 000007d0	| 
               52881	| 00000002	| WRITE		| 00000000	| 
               52901	| 00000006	| WRITE		| 0000eb2d	| 
               52911	| 00000007	| WRITE		| 00008b2d	| 
               52921	| 00000008	| WRITE		| 00001b2d	| 
               52931	| 00000009	| WRITE		| 00008b2f	| 
               52941	| 0000000a	| WRITE		| 00000ebe	| 
               52951	| 0000000b	| WRITE		| 0000978f	| 
               52961	| 0000000c	| WRITE		| 00000f82	| 
               52971	| 0000000d	| WRITE		| 0000ddc4	| 
               52981	| 0000000e	| WRITE		| 00000f86	| 
               52991	| 0000000f	| WRITE		| 000027af	| 
               53001	| 00000010	| WRITE		| 00001f7e	| 
               53011	| 00000011	| WRITE		| 00009bbf	| 
               53021	| 00000012	| WRITE		| 0000eebe	| 
               53031	| 00000013	| WRITE		| 00009990	| 
               53051	| 00000004	| WRITE		| 000074d3	| 
               53121	| 00000001	| WRITE		| 00000000	| 
               53141	| 00000002	| WRITE		| 00004e20	| 
               53161	| 00000003	| WRITE		| 0000000a	| 
               53171	| 00000001	| WRITE		| 00000001	| 
               53201	| 00000002	| WRITE		| 00004e16	| 
               53431	| 00000001	| WRITE		| 000007d0	| 
               53451	| 00000002	| WRITE		| 00000000	| 
               53471	| 00000006	| WRITE		| 0000eb2e	| 
               53481	| 00000007	| WRITE		| 00008b2e	| 
               53491	| 00000008	| WRITE		| 00001b2e	| 
               53501	| 00000009	| WRITE		| 00008b30	| 
               53511	| 0000000a	| WRITE		| 00000ebf	| 
               53521	| 0000000b	| WRITE		| 00009790	| 
               53531	| 0000000c	| WRITE		| 00000f83	| 
               53541	| 0000000d	| WRITE		| 0000ddc5	| 
               53551	| 0000000e	| WRITE		| 00000f87	| 
               53561	| 0000000f	| WRITE		| 000027b0	| 
               53571	| 00000010	| WRITE		| 00001f7f	| 
               53581	| 00000011	| WRITE		| 00009bc0	| 
               53591	| 00000012	| WRITE		| 0000eebf	| 
               53601	| 00000013	| WRITE		| 00009991	| 
               53621	| 00000004	| WRITE		| 000074d2	| 
               53691	| 00000001	| WRITE		| 00000000	| 
               53711	| 00000002	| WRITE		| 00004e20	| 
               53731	| 00000003	| WRITE		| 0000000a	| 
               53741	| 00000001	| WRITE		| 00000001	| 
               53771	| 00000002	| WRITE		| 00004e16	| 
               54001	| 00000001	| WRITE		| 000007d0	| 
               54021	| 00000002	| WRITE		| 00000000	| 
               54041	| 00000006	| WRITE		| 0000eb2f	| 
               54051	| 00000007	| WRITE		| 00008b2f	| 
               54061	| 00000008	| WRITE		| 00001b2f	| 
               54071	| 00000009	| WRITE		| 00008b31	| 
               54081	| 0000000a	| WRITE		| 00000ec0	| 
               54091	| 0000000b	| WRITE		| 00009791	| 
               54101	| 0000000c	| WRITE		| 00000f84	| 
               54111	| 0000000d	| WRITE		| 0000ddc6	| 
               54121	| 0000000e	| WRITE		| 00000f88	| 
               54131	| 0000000f	| WRITE		| 000027b1	| 
               54141	| 00000010	| WRITE		| 00001f80	| 
               54151	| 00000011	| WRITE		| 00009bc1	| 
               54161	| 00000012	| WRITE		| 0000eec0	| 
               54171	| 00000013	| WRITE		| 00009992	| 
               54191	| 00000004	| WRITE		| 000074d1	| 
               54261	| 00000001	| WRITE		| 00000000	| 
               54281	| 00000002	| WRITE		| 00004e20	| 
               54301	| 00000003	| WRITE		| 0000000a	| 
               54311	| 00000001	| WRITE		| 00000001	| 
               54341	| 00000002	| WRITE		| 00004e16	| 
               54571	| 00000001	| WRITE		| 000007d0	| 
               54591	| 00000002	| WRITE		| 00000000	| 
               54611	| 00000006	| WRITE		| 0000eb30	| 
               54621	| 00000007	| WRITE		| 00008b30	| 
               54631	| 00000008	| WRITE		| 00001b30	| 
               54641	| 00000009	| WRITE		| 00008b32	| 
               54651	| 0000000a	| WRITE		| 00000ec1	| 
               54661	| 0000000b	| WRITE		| 00009792	| 
               54671	| 0000000c	| WRITE		| 00000f85	| 
               54681	| 0000000d	| WRITE		| 0000ddc7	| 
               54691	| 0000000e	| WRITE		| 00000f89	| 
               54701	| 0000000f	| WRITE		| 000027b2	| 
               54711	| 00000010	| WRITE		| 00001f81	| 
               54721	| 00000011	| WRITE		| 00009bc2	| 
               54731	| 00000012	| WRITE		| 0000eec1	| 
               54741	| 00000013	| WRITE		| 00009993	| 
               54761	| 00000004	| WRITE		| 000074d0	| 
               54831	| 00000001	| WRITE		| 00000000	| 
               54851	| 00000002	| WRITE		| 00004e20	| 
               54871	| 00000003	| WRITE		| 0000000a	| 
               54881	| 00000001	| WRITE		| 00000001	| 
               54911	| 00000002	| WRITE		| 00004e16	| 
               55141	| 00000001	| WRITE		| 000007d0	| 
               55161	| 00000002	| WRITE		| 00000000	| 
               55181	| 00000006	| WRITE		| 0000eb31	| 
               55191	| 00000007	| WRITE		| 00008b31	| 
               55201	| 00000008	| WRITE		| 00001b31	| 
               55211	| 00000009	| WRITE		| 00008b33	| 
               55221	| 0000000a	| WRITE		| 00000ec2	| 
               55231	| 0000000b	| WRITE		| 00009793	| 
               55241	| 0000000c	| WRITE		| 00000f86	| 
               55251	| 0000000d	| WRITE		| 0000ddc8	| 
               55261	| 0000000e	| WRITE		| 00000f8a	| 
               55271	| 0000000f	| WRITE		| 000027b3	| 
               55281	| 00000010	| WRITE		| 00001f82	| 
               55291	| 00000011	| WRITE		| 00009bc3	| 
               55301	| 00000012	| WRITE		| 0000eec2	| 
               55311	| 00000013	| WRITE		| 00009994	| 
               55331	| 00000004	| WRITE		| 000074cf	| 
               55401	| 00000001	| WRITE		| 00000000	| 
               55421	| 00000002	| WRITE		| 00004e20	| 
               55441	| 00000003	| WRITE		| 0000000a	| 
               55451	| 00000001	| WRITE		| 00000001	| 
               55481	| 00000002	| WRITE		| 00004e16	| 
               55711	| 00000001	| WRITE		| 000007d0	| 
               55731	| 00000002	| WRITE		| 00000000	| 
               55751	| 00000006	| WRITE		| 0000eb32	| 
               55761	| 00000007	| WRITE		| 00008b32	| 
               55771	| 00000008	| WRITE		| 00001b32	| 
               55781	| 00000009	| WRITE		| 00008b34	| 
               55791	| 0000000a	| WRITE		| 00000ec3	| 
               55801	| 0000000b	| WRITE		| 00009794	| 
               55811	| 0000000c	| WRITE		| 00000f87	| 
               55821	| 0000000d	| WRITE		| 0000ddc9	| 
               55831	| 0000000e	| WRITE		| 00000f8b	| 
               55841	| 0000000f	| WRITE		| 000027b4	| 
               55851	| 00000010	| WRITE		| 00001f83	| 
               55861	| 00000011	| WRITE		| 00009bc4	| 
               55871	| 00000012	| WRITE		| 0000eec3	| 
               55881	| 00000013	| WRITE		| 00009995	| 
               55901	| 00000004	| WRITE		| 000074ce	| 
               55971	| 00000001	| WRITE		| 00000000	| 
               55991	| 00000002	| WRITE		| 00004e20	| 
               56011	| 00000003	| WRITE		| 0000000a	| 
               56021	| 00000001	| WRITE		| 00000001	| 
               56051	| 00000002	| WRITE		| 00004e16	| 
               56281	| 00000001	| WRITE		| 000007d0	| 
               56301	| 00000002	| WRITE		| 00000000	| 
               56321	| 00000006	| WRITE		| 0000eb33	| 
               56331	| 00000007	| WRITE		| 00008b33	| 
               56341	| 00000008	| WRITE		| 00001b33	| 
               56351	| 00000009	| WRITE		| 00008b35	| 
               56361	| 0000000a	| WRITE		| 00000ec4	| 
               56371	| 0000000b	| WRITE		| 00009795	| 
               56381	| 0000000c	| WRITE		| 00000f88	| 
               56391	| 0000000d	| WRITE		| 0000ddca	| 
               56401	| 0000000e	| WRITE		| 00000f8c	| 
               56411	| 0000000f	| WRITE		| 000027b5	| 
               56421	| 00000010	| WRITE		| 00001f84	| 
               56431	| 00000011	| WRITE		| 00009bc5	| 
               56441	| 00000012	| WRITE		| 0000eec4	| 
               56451	| 00000013	| WRITE		| 00009996	| 
               56471	| 00000004	| WRITE		| 000074cd	| 
               56541	| 00000001	| WRITE		| 00000000	| 
               56561	| 00000002	| WRITE		| 00004e20	| 
               56581	| 00000003	| WRITE		| 0000000a	| 
               56591	| 00000001	| WRITE		| 00000001	| 
               56621	| 00000002	| WRITE		| 00004e16	| 
               56851	| 00000001	| WRITE		| 000007d0	| 
               56871	| 00000002	| WRITE		| 00000000	| 
               56891	| 00000006	| WRITE		| 0000eb34	| 
               56901	| 00000007	| WRITE		| 00008b34	| 
               56911	| 00000008	| WRITE		| 00001b34	| 
               56921	| 00000009	| WRITE		| 00008b36	| 
               56931	| 0000000a	| WRITE		| 00000ec5	| 
               56941	| 0000000b	| WRITE		| 00009796	| 
               56951	| 0000000c	| WRITE		| 00000f89	| 
               56961	| 0000000d	| WRITE		| 0000ddcb	| 
               56971	| 0000000e	| WRITE		| 00000f8d	| 
               56981	| 0000000f	| WRITE		| 000027b6	| 
               56991	| 00000010	| WRITE		| 00001f85	| 
               57001	| 00000011	| WRITE		| 00009bc6	| 
               57011	| 00000012	| WRITE		| 0000eec5	| 
               57021	| 00000013	| WRITE		| 00009997	| 
               57041	| 00000004	| WRITE		| 000074cc	| 
               57111	| 00000001	| WRITE		| 00000000	| 
               57131	| 00000002	| WRITE		| 00004e20	| 
               57151	| 00000003	| WRITE		| 0000000a	| 
               57161	| 00000001	| WRITE		| 00000001	| 
               57191	| 00000002	| WRITE		| 00004e16	| 
               57421	| 00000001	| WRITE		| 000007d0	| 
               57441	| 00000002	| WRITE		| 00000000	| 
               57461	| 00000006	| WRITE		| 0000eb35	| 
               57471	| 00000007	| WRITE		| 00008b35	| 
               57481	| 00000008	| WRITE		| 00001b35	| 
               57491	| 00000009	| WRITE		| 00008b37	| 
               57501	| 0000000a	| WRITE		| 00000ec6	| 
               57511	| 0000000b	| WRITE		| 00009797	| 
               57521	| 0000000c	| WRITE		| 00000f8a	| 
               57531	| 0000000d	| WRITE		| 0000ddcc	| 
               57541	| 0000000e	| WRITE		| 00000f8e	| 
               57551	| 0000000f	| WRITE		| 000027b7	| 
               57561	| 00000010	| WRITE		| 00001f86	| 
               57571	| 00000011	| WRITE		| 00009bc7	| 
               57581	| 00000012	| WRITE		| 0000eec6	| 
               57591	| 00000013	| WRITE		| 00009998	| 
               57611	| 00000004	| WRITE		| 000074cb	| 
               57681	| 00000001	| WRITE		| 00000000	| 
               57701	| 00000002	| WRITE		| 00004e20	| 
               57721	| 00000003	| WRITE		| 0000000a	| 
               57731	| 00000001	| WRITE		| 00000001	| 
               57761	| 00000002	| WRITE		| 00004e16	| 
               57991	| 00000001	| WRITE		| 000007d0	| 
               58011	| 00000002	| WRITE		| 00000000	| 
               58031	| 00000006	| WRITE		| 0000eb36	| 
               58041	| 00000007	| WRITE		| 00008b36	| 
               58051	| 00000008	| WRITE		| 00001b36	| 
               58061	| 00000009	| WRITE		| 00008b38	| 
               58071	| 0000000a	| WRITE		| 00000ec7	| 
               58081	| 0000000b	| WRITE		| 00009798	| 
               58091	| 0000000c	| WRITE		| 00000f8b	| 
               58101	| 0000000d	| WRITE		| 0000ddcd	| 
               58111	| 0000000e	| WRITE		| 00000f8f	| 
               58121	| 0000000f	| WRITE		| 000027b8	| 
               58131	| 00000010	| WRITE		| 00001f87	| 
               58141	| 00000011	| WRITE		| 00009bc8	| 
               58151	| 00000012	| WRITE		| 0000eec7	| 
               58161	| 00000013	| WRITE		| 00009999	| 
               58181	| 00000004	| WRITE		| 000074ca	| 
               58251	| 00000001	| WRITE		| 00000000	| 
               58271	| 00000002	| WRITE		| 00004e20	| 
               58291	| 00000003	| WRITE		| 0000000a	| 
               58301	| 00000001	| WRITE		| 00000001	| 
               58331	| 00000002	| WRITE		| 00004e16	| 
               58561	| 00000001	| WRITE		| 000007d0	| 
               58581	| 00000002	| WRITE		| 00000000	| 
               58601	| 00000006	| WRITE		| 0000eb37	| 
               58611	| 00000007	| WRITE		| 00008b37	| 
               58621	| 00000008	| WRITE		| 00001b37	| 
               58631	| 00000009	| WRITE		| 00008b39	| 
               58641	| 0000000a	| WRITE		| 00000ec8	| 
               58651	| 0000000b	| WRITE		| 00009799	| 
               58661	| 0000000c	| WRITE		| 00000f8c	| 
               58671	| 0000000d	| WRITE		| 0000ddce	| 
               58681	| 0000000e	| WRITE		| 00000f90	| 
               58691	| 0000000f	| WRITE		| 000027b9	| 
               58701	| 00000010	| WRITE		| 00001f88	| 
               58711	| 00000011	| WRITE		| 00009bc9	| 
               58721	| 00000012	| WRITE		| 0000eec8	| 
               58731	| 00000013	| WRITE		| 0000999a	| 
               58751	| 00000004	| WRITE		| 000074c9	| 
               58821	| 00000001	| WRITE		| 00000000	| 
               58841	| 00000002	| WRITE		| 00004e20	| 
               58861	| 00000003	| WRITE		| 0000000a	| 
               58871	| 00000001	| WRITE		| 00000001	| 
               58901	| 00000002	| WRITE		| 00004e16	| 
               59131	| 00000001	| WRITE		| 000007d0	| 
               59151	| 00000002	| WRITE		| 00000000	| 
               59171	| 00000006	| WRITE		| 0000eb38	| 
               59181	| 00000007	| WRITE		| 00008b38	| 
               59191	| 00000008	| WRITE		| 00001b38	| 
               59201	| 00000009	| WRITE		| 00008b3a	| 
               59211	| 0000000a	| WRITE		| 00000ec9	| 
               59221	| 0000000b	| WRITE		| 0000979a	| 
               59231	| 0000000c	| WRITE		| 00000f8d	| 
               59241	| 0000000d	| WRITE		| 0000ddcf	| 
               59251	| 0000000e	| WRITE		| 00000f91	| 
               59261	| 0000000f	| WRITE		| 000027ba	| 
               59271	| 00000010	| WRITE		| 00001f89	| 
               59281	| 00000011	| WRITE		| 00009bca	| 
               59291	| 00000012	| WRITE		| 0000eec9	| 
               59301	| 00000013	| WRITE		| 0000999b	| 
               59321	| 00000004	| WRITE		| 000074c8	| 
               59391	| 00000001	| WRITE		| 00000000	| 
               59411	| 00000002	| WRITE		| 00004e20	| 
               59431	| 00000003	| WRITE		| 0000000a	| 
               59441	| 00000001	| WRITE		| 00000001	| 
               59471	| 00000002	| WRITE		| 00004e16	| 
               59701	| 00000001	| WRITE		| 000007d0	| 
               59721	| 00000002	| WRITE		| 00000000	| 
               59741	| 00000006	| WRITE		| 0000eb39	| 
               59751	| 00000007	| WRITE		| 00008b39	| 
               59761	| 00000008	| WRITE		| 00001b39	| 
               59771	| 00000009	| WRITE		| 00008b3b	| 
               59781	| 0000000a	| WRITE		| 00000eca	| 
               59791	| 0000000b	| WRITE		| 0000979b	| 
               59801	| 0000000c	| WRITE		| 00000f8e	| 
               59811	| 0000000d	| WRITE		| 0000ddd0	| 
               59821	| 0000000e	| WRITE		| 00000f92	| 
               59831	| 0000000f	| WRITE		| 000027bb	| 
               59841	| 00000010	| WRITE		| 00001f8a	| 
               59851	| 00000011	| WRITE		| 00009bcb	| 
               59861	| 00000012	| WRITE		| 0000eeca	| 
               59871	| 00000013	| WRITE		| 0000999c	| 
               59891	| 00000004	| WRITE		| 000074c7	| 
               59961	| 00000001	| WRITE		| 00000000	| 
               59981	| 00000002	| WRITE		| 00004e20	| 
               60001	| 00000003	| WRITE		| 0000000a	| 
               60011	| 00000001	| WRITE		| 00000001	| 
               60041	| 00000002	| WRITE		| 00004e16	| 
               60271	| 00000001	| WRITE		| 000007d0	| 
               60291	| 00000002	| WRITE		| 00000000	| 
               60311	| 00000006	| WRITE		| 0000eb3a	| 
               60321	| 00000007	| WRITE		| 00008b3a	| 
               60331	| 00000008	| WRITE		| 00001b3a	| 
               60341	| 00000009	| WRITE		| 00008b3c	| 
               60351	| 0000000a	| WRITE		| 00000ecb	| 
               60361	| 0000000b	| WRITE		| 0000979c	| 
               60371	| 0000000c	| WRITE		| 00000f8f	| 
               60381	| 0000000d	| WRITE		| 0000ddd1	| 
               60391	| 0000000e	| WRITE		| 00000f93	| 
               60401	| 0000000f	| WRITE		| 000027bc	| 
               60411	| 00000010	| WRITE		| 00001f8b	| 
               60421	| 00000011	| WRITE		| 00009bcc	| 
               60431	| 00000012	| WRITE		| 0000eecb	| 
               60441	| 00000013	| WRITE		| 0000999d	| 
               60461	| 00000004	| WRITE		| 000074c6	| 
               60531	| 00000001	| WRITE		| 00000000	| 
               60551	| 00000002	| WRITE		| 00004e20	| 
               60571	| 00000003	| WRITE		| 0000000a	| 
               60581	| 00000001	| WRITE		| 00000001	| 
               60611	| 00000002	| WRITE		| 00004e16	| 
               60841	| 00000001	| WRITE		| 000007d0	| 
               60861	| 00000002	| WRITE		| 00000000	| 
               60881	| 00000006	| WRITE		| 0000eb3b	| 
               60891	| 00000007	| WRITE		| 00008b3b	| 
               60901	| 00000008	| WRITE		| 00001b3b	| 
               60911	| 00000009	| WRITE		| 00008b3d	| 
               60921	| 0000000a	| WRITE		| 00000ecc	| 
               60931	| 0000000b	| WRITE		| 0000979d	| 
               60941	| 0000000c	| WRITE		| 00000f90	| 
               60951	| 0000000d	| WRITE		| 0000ddd2	| 
               60961	| 0000000e	| WRITE		| 00000f94	| 
               60971	| 0000000f	| WRITE		| 000027bd	| 
               60981	| 00000010	| WRITE		| 00001f8c	| 
               60991	| 00000011	| WRITE		| 00009bcd	| 
               61001	| 00000012	| WRITE		| 0000eecc	| 
               61011	| 00000013	| WRITE		| 0000999e	| 
               61031	| 00000004	| WRITE		| 000074c5	| 
               61101	| 00000001	| WRITE		| 00000000	| 
               61121	| 00000002	| WRITE		| 00004e20	| 
               61141	| 00000003	| WRITE		| 0000000a	| 
               61151	| 00000001	| WRITE		| 00000001	| 
               61181	| 00000002	| WRITE		| 00004e16	| 
               61411	| 00000001	| WRITE		| 000007d0	| 
               61431	| 00000002	| WRITE		| 00000000	| 
               61451	| 00000006	| WRITE		| 0000eb3c	| 
               61461	| 00000007	| WRITE		| 00008b3c	| 
               61471	| 00000008	| WRITE		| 00001b3c	| 
               61481	| 00000009	| WRITE		| 00008b3e	| 
               61491	| 0000000a	| WRITE		| 00000ecd	| 
               61501	| 0000000b	| WRITE		| 0000979e	| 
               61511	| 0000000c	| WRITE		| 00000f91	| 
               61521	| 0000000d	| WRITE		| 0000ddd3	| 
               61531	| 0000000e	| WRITE		| 00000f95	| 
               61541	| 0000000f	| WRITE		| 000027be	| 
               61551	| 00000010	| WRITE		| 00001f8d	| 
               61561	| 00000011	| WRITE		| 00009bce	| 
               61571	| 00000012	| WRITE		| 0000eecd	| 
               61581	| 00000013	| WRITE		| 0000999f	| 
               61601	| 00000004	| WRITE		| 000074c4	| 
               61671	| 00000001	| WRITE		| 00000000	| 
               61691	| 00000002	| WRITE		| 00004e20	| 
               61711	| 00000003	| WRITE		| 0000000a	| 
               61721	| 00000001	| WRITE		| 00000001	| 
               61751	| 00000002	| WRITE		| 00004e16	| 
               61981	| 00000001	| WRITE		| 000007d0	| 
               62001	| 00000002	| WRITE		| 00000000	| 
               62021	| 00000006	| WRITE		| 0000eb3d	| 
               62031	| 00000007	| WRITE		| 00008b3d	| 
               62041	| 00000008	| WRITE		| 00001b3d	| 
               62051	| 00000009	| WRITE		| 00008b3f	| 
               62061	| 0000000a	| WRITE		| 00000ece	| 
               62071	| 0000000b	| WRITE		| 0000979f	| 
               62081	| 0000000c	| WRITE		| 00000f92	| 
               62091	| 0000000d	| WRITE		| 0000ddd4	| 
               62101	| 0000000e	| WRITE		| 00000f96	| 
               62111	| 0000000f	| WRITE		| 000027bf	| 
               62121	| 00000010	| WRITE		| 00001f8e	| 
               62131	| 00000011	| WRITE		| 00009bcf	| 
               62141	| 00000012	| WRITE		| 0000eece	| 
               62151	| 00000013	| WRITE		| 000099a0	| 
               62171	| 00000004	| WRITE		| 000074c3	| 
               62241	| 00000001	| WRITE		| 00000000	| 
               62261	| 00000002	| WRITE		| 00004e20	| 
               62281	| 00000003	| WRITE		| 0000000a	| 
               62291	| 00000001	| WRITE		| 00000001	| 
               62321	| 00000002	| WRITE		| 00004e16	| 
               62551	| 00000001	| WRITE		| 000007d0	| 
               62571	| 00000002	| WRITE		| 00000000	| 
               62591	| 00000006	| WRITE		| 0000eb3e	| 
               62601	| 00000007	| WRITE		| 00008b3e	| 
               62611	| 00000008	| WRITE		| 00001b3e	| 
               62621	| 00000009	| WRITE		| 00008b40	| 
